experiment_name,model_key,training_mode,error_type,text,true_label,predicted_label,confidence_score,label,fold,source_index
mbert-lora,mbert,lora,false_negative,ບັງຄັບໃຫ້ໃຊ້ ແຕ່ເຮັດຈັງໃດສີລົງທະບຽນ? ຕອນນີ້ລົງທະບຽນໄດ້ແລ້ວ ຂອບໃຈ,1,0,0.89778495,1,,
mbert-lora,mbert,lora,false_negative,ສໍາລັບໃຜເຂົ້າຫນ້າແອັບບໍ່ໄດ້ແມ່ນລົບແອັບແລ້ວດາວໂຫລດໃຫມ່ ເຂົ້າສູ່ລະບົບໃຫມ່,1,0,0.6144518,1,,
mbert-lora,mbert,lora,false_negative,ມັນເປັນຫຍັງຄືມາປ່ຽນຫນ້າເຟດກັນ ຜີ່ບ້າບໍ,1,0,0.6144518,1,,
mbert-lora,mbert,lora,false_negative,ໃຫ້ປັບແນມຸນໄດ້ເນັດແຕ່ແບງບໍໄດ້ ຄັນແບງໄດ້ຄືສີດີ,1,0,0.6144518,1,,
mbert-lora,mbert,lora,false_positive,ດາວໂຫຍ,0,1,0.573559,0,,
mbert-lora,mbert,lora,false_positive,ຫົງ,0,1,0.573559,0,,
mbert-lora,mbert,lora,false_positive,ປ່ຽນໂທລະສັບໃຫມ່,0,1,0.573559,0,,
mbert-lora,mbert,lora,false_positive,ລອງຈອງເບີ່ງກ່ອນເດີຮາ,0,1,0.573559,0,,
mbert-lora,mbert,lora,false_positive,ບໍ ok,0,1,0.54613304,0,,
mbert-lora,mbert,lora,false_positive,ອານຸມັດໃຫ້ແດ່ເບີກະໃສ່ແລ້ວ,0,1,0.573559,0,,
mbert-lora,mbert,lora,false_positive,ເປໄຖັ,0,1,0.573559,0,,
mbert-lora,mbert,lora,false_positive,ເບີລະຫັດwhatsapp,0,1,0.573559,0,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_negative,ບັງຄັບໃຫ້ໃຊ້ ແຕ່ເຮັດຈັງໃດສີລົງທະບຽນ? ຕອນນີ້ລົງທະບຽນໄດ້ແລ້ວ ຂອບໃຈ,1,0,0.9969426,1,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_negative,ສໍາລັບໃຜເຂົ້າຫນ້າແອັບບໍ່ໄດ້ແມ່ນລົບແອັບແລ້ວດາວໂຫລດໃຫມ່ ເຂົ້າສູ່ລະບົບໃຫມ່,1,0,0.9804314,1,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_negative,ມັນເປັນຫຍັງຄືມາປ່ຽນຫນ້າເຟດກັນ ຜີ່ບ້າບໍ,1,0,0.99227446,1,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_negative,ໃຫ້ປັບແນມຸນໄດ້ເນັດແຕ່ແບງບໍໄດ້ ຄັນແບງໄດ້ຄືສີດີ,1,0,0.9948102,1,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_positive,ດາວໂຫຍ,0,1,0.9524858,0,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_positive,ຫົງ,0,1,0.9931229,0,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_positive,ປ່ຽນໂທລະສັບໃຫມ່,0,1,0.53048354,0,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_positive,ລອງຈອງເບີ່ງກ່ອນເດີຮາ,0,1,0.9851003,0,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_positive,ບໍ ok,0,1,0.9961306,0,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_positive,ອານຸມັດໃຫ້ແດ່ເບີກະໃສ່ແລ້ວ,0,1,0.997399,0,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_positive,ເປໄຖັ,0,1,0.9906238,0,,
mbert-lao-finetuning,mbert-lao,full-finetuning,false_positive,ເບີລະຫັດwhatsapp,0,1,0.9953725,0,,
mbert-lao-lora,mbert-lao,lora,false_negative,ບັງຄັບໃຫ້ໃຊ້ ແຕ່ເຮັດຈັງໃດສີລົງທະບຽນ? ຕອນນີ້ລົງທະບຽນໄດ້ແລ້ວ ຂອບໃຈ,1,0,0.9302051,1,,
mbert-lao-lora,mbert-lao,lora,false_negative,ສໍາລັບໃຜເຂົ້າຫນ້າແອັບບໍ່ໄດ້ແມ່ນລົບແອັບແລ້ວດາວໂຫລດໃຫມ່ ເຂົ້າສູ່ລະບົບໃຫມ່,1,0,0.9653485,1,,
mbert-lao-lora,mbert-lao,lora,false_negative,ມັນເປັນຫຍັງຄືມາປ່ຽນຫນ້າເຟດກັນ ຜີ່ບ້າບໍ,1,0,0.99210805,1,,
mbert-lao-lora,mbert-lao,lora,false_negative,ໃຫ້ປັບແນມຸນໄດ້ເນັດແຕ່ແບງບໍໄດ້ ຄັນແບງໄດ້ຄືສີດີ,1,0,0.9817007,1,,
mbert-lao-lora,mbert-lao,lora,false_positive,ດາວໂຫຍ,0,1,0.9473323,0,,
mbert-lao-lora,mbert-lao,lora,false_positive,ຫົງ,0,1,0.9961004,0,,
mbert-lao-lora,mbert-lao,lora,false_positive,ປ່ຽນໂທລະສັບໃຫມ່,0,1,0.713731,0,,
mbert-lao-lora,mbert-lao,lora,false_positive,ລອງຈອງເບີ່ງກ່ອນເດີຮາ,0,1,0.9890131,0,,
mbert-lao-lora,mbert-lao,lora,false_positive,ບໍ ok,0,1,0.96182173,0,,
mbert-lao-lora,mbert-lao,lora,false_positive,ອານຸມັດໃຫ້ແດ່ເບີກະໃສ່ແລ້ວ,0,1,0.8509647,0,,
mbert-lao-lora,mbert-lao,lora,false_positive,ເປໄຖັ,0,1,0.99694854,0,,
mbert-lao-lora,mbert-lao,lora,false_positive,ເບີລະຫັດwhatsapp,0,1,0.91985875,0,,
svm,svm,baseline,false_negative,ບັງຄັບໃຫ້ໃຊ້ ແຕ່ເຮັດຈັງໃດສີລົງທະບຽນ? ຕອນນີ້ລົງທະບຽນໄດ້ແລ້ວ ຂອບໃຈ,1,0,0.581494,1,,
svm,svm,baseline,false_negative,ສໍາລັບໃຜເຂົ້າຫນ້າແອັບບໍ່ໄດ້ແມ່ນລົບແອັບແລ້ວດາວໂຫລດໃຫມ່ ເຂົ້າສູ່ລະບົບໃຫມ່,1,0,0.857076,1,,
svm,svm,baseline,false_negative,ມັນເປັນຫຍັງຄືມາປ່ຽນຫນ້າເຟດກັນ ຜີ່ບ້າບໍ,1,0,0.726149,1,,
svm,svm,baseline,false_negative,ໃຫ້ປັບແນມຸນໄດ້ເນັດແຕ່ແບງບໍໄດ້ ຄັນແບງໄດ້ຄືສີດີ,1,0,0.707626,1,,
svm,svm,baseline,false_positive,ດາວໂຫຍ,0,1,0.592816,0,,
svm,svm,baseline,false_positive,ຫົງ,0,1,0.785692,0,,
svm,svm,baseline,false_positive,ປ່ຽນໂທລະສັບໃຫມ່,0,1,0.544369,0,,
svm,svm,baseline,false_positive,ລອງຈອງເບີ່ງກ່ອນເດີຮາ,0,1,0.736992,0,,
svm,svm,baseline,false_positive,ບໍ ok,0,1,0.778617,0,,
svm,svm,baseline,false_positive,ອານຸມັດໃຫ້ແດ່ເບີກະໃສ່ແລ້ວ,0,1,0.595845,0,,
svm,svm,baseline,false_positive,ເປໄຖັ,0,1,0.759982,0,,
svm,svm,baseline,false_positive,ເບີລະຫັດwhatsapp,0,1,0.627881,0,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_negative,ບັງຄັບໃຫ້ໃຊ້ ແຕ່ເຮັດຈັງໃດສີລົງທະບຽນ? ຕອນນີ້ລົງທະບຽນໄດ້ແລ້ວ ຂອບໃຈ,1,0,0.83413684,1,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_negative,ສໍາລັບໃຜເຂົ້າຫນ້າແອັບບໍ່ໄດ້ແມ່ນລົບແອັບແລ້ວດາວໂຫລດໃຫມ່ ເຂົ້າສູ່ລະບົບໃຫມ່,1,0,0.9987281,1,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_negative,ມັນເປັນຫຍັງຄືມາປ່ຽນຫນ້າເຟດກັນ ຜີ່ບ້າບໍ,1,0,0.9963994,1,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_negative,ໃຫ້ປັບແນມຸນໄດ້ເນັດແຕ່ແບງບໍໄດ້ ຄັນແບງໄດ້ຄືສີດີ,1,0,0.89029425,1,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_positive,ດາວໂຫຍ,0,1,0.98469365,0,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_positive,ຫົງ,0,1,0.9723885,0,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_positive,ປ່ຽນໂທລະສັບໃຫມ່,0,1,0.99415743,0,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_positive,ລອງຈອງເບີ່ງກ່ອນເດີຮາ,0,1,0.9666317,0,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_positive,ບໍ ok,0,1,0.7019174,0,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_positive,ອານຸມັດໃຫ້ແດ່ເບີກະໃສ່ແລ້ວ,0,1,0.70669675,0,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_positive,ເປໄຖັ,0,1,0.95995015,0,,
xlm-roberta-finetuning,xlm-roberta,full-finetuning,false_positive,ເບີລະຫັດwhatsapp,0,1,0.9877823,0,,
xlm-roberta-lora,xlm-roberta,lora,false_negative,ບັງຄັບໃຫ້ໃຊ້ ແຕ່ເຮັດຈັງໃດສີລົງທະບຽນ? ຕອນນີ້ລົງທະບຽນໄດ້ແລ້ວ ຂອບໃຈ,1,0,0.7127948,1,,
xlm-roberta-lora,xlm-roberta,lora,false_negative,ສໍາລັບໃຜເຂົ້າຫນ້າແອັບບໍ່ໄດ້ແມ່ນລົບແອັບແລ້ວດາວໂຫລດໃຫມ່ ເຂົ້າສູ່ລະບົບໃຫມ່,1,0,0.99931085,1,,
xlm-roberta-lora,xlm-roberta,lora,false_negative,ມັນເປັນຫຍັງຄືມາປ່ຽນຫນ້າເຟດກັນ ຜີ່ບ້າບໍ,1,0,0.9991117,1,,
xlm-roberta-lora,xlm-roberta,lora,false_negative,ໃຫ້ປັບແນມຸນໄດ້ເນັດແຕ່ແບງບໍໄດ້ ຄັນແບງໄດ້ຄືສີດີ,1,0,0.6592543,1,,
xlm-roberta-lora,xlm-roberta,lora,false_positive,ດາວໂຫຍ,0,1,0.9744591,0,,
xlm-roberta-lora,xlm-roberta,lora,false_positive,ຫົງ,0,1,0.99031025,0,,
xlm-roberta-lora,xlm-roberta,lora,false_positive,ປ່ຽນໂທລະສັບໃຫມ່,0,1,0.97786224,0,,
xlm-roberta-lora,xlm-roberta,lora,false_positive,ລອງຈອງເບີ່ງກ່ອນເດີຮາ,0,1,0.9821684,0,,
xlm-roberta-lora,xlm-roberta,lora,false_positive,ບໍ ok,0,1,0.9005735,0,,
xlm-roberta-lora,xlm-roberta,lora,false_positive,ອານຸມັດໃຫ້ແດ່ເບີກະໃສ່ແລ້ວ,0,1,0.8881297,0,,
xlm-roberta-lora,xlm-roberta,lora,false_positive,ເປໄຖັ,0,1,0.9811307,0,,
xlm-roberta-lora,xlm-roberta,lora,false_positive,ເບີລະຫັດwhatsapp,0,1,0.9184803,0,,
