experiment_name,model_key,training_mode,error_type,text,true_label,predicted_label,confidence_score,label,fold,source_index
decision-tree,decision-tree,baseline,false_negative,ດີເງິນເຕີມເນັດບໍ່ຂາດຈັກມື້,1,0,0.994453,1,,
decision-tree,decision-tree,baseline,false_negative,ບໍ່ປານໄດ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ໂອເຄທຸກຢ່າງໃນແອບນີແມ່ນບໍ່ລີການຟີຮ.,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ດີຫຼາຍແຕ່ຢາກໃຫ້ທະນາຄານມີຄວາມປອດໄພໃຫ້ດີບໍ່ໃຫ້ຄົນອື່ນລັກຖອນເງີນແບບບໍ່ຮູ້ຕົວເລີຍ.,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ເຄິອງໂທລະສັບຂ້ອຍມີປັນຫາ,1,0,0.876619,1,,
decision-tree,decision-tree,baseline,false_negative,ເປັນຍັງຕັ້ນບໍໄດ້,1,0,0.784649,1,,
decision-tree,decision-tree,baseline,false_negative,ທຸກຢ່າງດີແຕ່ຢາກໃຫ້ປັບປຸງເລື່ອງເຄືອຂ່າຍ ສັນຍານຂຶ້ນ4gກະຍັງເບິ່ງຫຍັງບໍ່ໄດ້,1,0,0.522234,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຫ້ເປັນທີ່ຢູ່ໃນປະເທດລາວມີແຕ່ຄົນໄທແລະທາງການລາວໄດ້ຮັບການສຶກສາຂອງປະເທດຊາດບ້ານເມືອງໃຫ້ມີການສ້າງແລະການບໍລິການທີ່ມີຢູ່ແລ້ວແຕ່ເປັນການດີເພາະມີຄົນເວົ້າວ່າການທະນາຄານເປັນຕົ້ນໄປນີ້,1,0,1.0,1,,
decision-tree,decision-tree,baseline,false_negative,ຍັງເລຶອກອາຫານທີ່ຈະorderບໍ່ທັນໃດ້.,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ແຊັດຫາຜູ້ສາວຜູ້ສາວບໍ່ຕອບເລີຍ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ຂໍເນັດຫລາຍໆແນ່,1,0,0.522234,1,,
decision-tree,decision-tree,baseline,false_negative,ບໍ່ມີແຟນກະຢາກໂຫຼດມາແຊ້ດນໍາເພິນໂອແສງ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ສະບາຍດີຂ້ອຍເຮັດບໍ່ເປັນເຈົ້າ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ເວລາພ່ານຢອ້ຫມ່າກນື່ມມ່າກປີກຼາຍຮອ່ດຄືນີຕັ້ງຈີກຼາຍພົບເຢາະອີກ່ເດີພີນ້ອງໂຢງມະຕາຍແຮ່ມຢື່ມກຼົນຊຶ່ງຮັກແພ່ງ,1,0,0.784649,1,,
decision-tree,decision-tree,baseline,false_negative,ດີກວ່າເກົ່າແກ່ຫຼາຍຮ້ອຍ,1,0,0.741557,1,,
decision-tree,decision-tree,baseline,false_negative,ຍາກທໄທຸກຍາງ່ແຕ່ລະດັບປະສົບດານແກ້ໄຂບໍ່ໄດ້ຍີນຍອມແກ້ໄຂຄວາມສະດວກໃຫ້ດວ້ຍ,1,0,0.985002,1,,
decision-tree,decision-tree,baseline,false_negative,ຂໍໃຫ້ສົ່ງຮູບໄດ,1,0,1.0,1,,
decision-tree,decision-tree,baseline,false_negative,ໂທບໍ່ໄດ,1,0,0.985002,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຫ້ມີບໍລິການດີໆແບບນີ້ຕະຫລອດໄປ,1,0,0.533827,1,,
decision-tree,decision-tree,baseline,false_negative,ຄືແຊ໌ຮບໍໄດ້ນະເຈົ້າຊ່ວຍປັບປຸງການແຊ໌ຮລົງເຟສບຸ໊ກໄຫ້ໄດ້ດວ້ຍນະ.,1,0,1.0,1,,
decision-tree,decision-tree,baseline,false_negative,ຕ້ອງອັບເດດ,1,0,0.956258,1,,
decision-tree,decision-tree,baseline,false_negative,ຢາກໃຫ້ສ້າງໂປຣແກມລົງທະບຽນໃຊ້ສະກຸນເງີນusdໂດຍຕົວເອງ,1,0,0.899263,1,,
decision-tree,decision-tree,baseline,false_negative,ລົບຂອ້ງບໍ່ທືກ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ດີຫລາຍ ຊ່ວຍແຈກເນັດແນ່ ແລກໆຄືໄດ້ດີແທ້ ດຽວນິຫລິນທຸກມື້ກະຍັງບໍ່ໄດ້,1,0,0.686142,1,,
decision-tree,decision-tree,baseline,false_negative,ດີແຮງຢາກກິນຫຍັງກໍສັ່ງເອົາ,1,0,0.787977,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ດີແຕ່ດຽວນີ້ເງິນບໍ່ເຂົ້າແຕ່ຂໍ້ຄວາມເຂົ້າມັນເປັນຫຍັງ?,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ງານດີແຕ່ໃຫ້ອັບເດດ ຕະຫລອດ,1,0,0.975217,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ລາວແອບ ນີ້ມີປະໂຫຍດຫລາຍທຸກໆຄົນພາຫມູ່ຄູ່ມາໃຊ້ກັນຫລາຍໆເດີ ໃຊ້ແອບນີ້ສຸດຄຸ້ມ.ດີແທ້ແນ່ນອນ,1,0,0.572924,1,,
decision-tree,decision-tree,baseline,false_negative,ໄວ. ງ່າຍດີບໍ່ຫຍຸ້ງຍາກແຕ່ອາຫານຍັງບໍ່ຫລາຍເຍື່ອງ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ຊ່ອຍການຈາກຄວາມທຸກຍາກຂອງບາວສາວນ້ອຍທີ່ບໍ່ຊາ່ງຫາເງີນ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ດີຫຼາຍໃຊ້ງານກໍໄດ້ດີ,1,0,0.955309,1,,
decision-tree,decision-tree,baseline,false_negative,ມັນບໍ່ມີບ່ອນຄົ້ນຫາ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ຕ້ອງການເຂົ້າທີສຸດ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ສະດວກໃນການໃຊ້ປະຈໍາວັນບໍ່ຫຍຸ້ງຍາກປະກອບເອກສານວອ່ງໄວທັນສະໄຫມ່,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ບໍ່ຕ້ອງລົບ ລົບ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ຕິດຕາມແນ່,1,0,0.522234,1,,
decision-tree,decision-tree,baseline,false_negative,ສະດວກແລະເຫນາະກັບຄົນທີ່ບໍ່ສາມາດອອກໄປຊື້ເອງ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ສໍາລັບໃຜເຂົ້າຫນ້າແອັບບໍ່ໄດ້ແມ່ນລົບແອັບແລ້ວດາວໂຫລດໃຫມ່ ເຂົ້າສູ່ລະບົບໃຫມ່,1,0,0.985002,1,,
decision-tree,decision-tree,baseline,false_negative,ແອບນີ້ສຸດຍອດເລີຍຂໍໃຫ້ສົ່ງດາຕ້າມາຕະຫຼອດເດີແລ້ວຊິໃຫ້ອີກດາວ,1,0,1.0,1,,
decision-tree,decision-tree,baseline,false_negative,ໂຄ້ດດີ ຖ້າບໍ່ອັບເດດແອປ ແຮງຊິດີ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ໂຫລດໄວໆ,1,0,0.602147,1,,
decision-tree,decision-tree,baseline,false_negative,ໄຫ້ຫຼາຍໆແນ່ເນັດນ່ະຍາກັດຫຼາຍ,1,0,0.522234,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ດີບໍ່ມີຂັດຂ້ອງ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ມວນຄັກແລະໃດດາຕ້າຟີ ງາຍແຄ້ດາວໂຫຼດແອບນີມາເທົ້ານັ້ນໂຫຼດເລີຍທຸກຄົນ,1,0,0.686142,1,,
decision-tree,decision-tree,baseline,false_negative,ຮັກເຂົ້າ ເຈົ້າໃຈບ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ຕິດຕັ້ງແລ້ວໄວໆແນ່,1,0,0.96601,1,,
decision-tree,decision-tree,baseline,false_negative,ຜູ້ ເຂົ້າ ຊົມ ທັງຫມົດ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ບໍ່ຫລີນເຟສ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ບໍລິການແຫ່ງຜົນສໍາເລັດ ສາມາດນໍາໃຊ້ໄດ້ສະດວກແລະ ວ່ອງໄວ ບໍ່ໍາເປັນຕ້ອງຖືກເງິນສົດຕິດໂຕ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ອັນບໍ່ໄດ້,1,0,0.985002,1,,
decision-tree,decision-tree,baseline,false_negative,ຢາກໃຫ້ອັບເດດໄປໃນຕົວເລີຍເພາະຈະໃດ້ສະດວກໃນການນໍາໃຊ້,1,0,0.975217,1,,
decision-tree,decision-tree,baseline,false_negative,ດນລດຊນືຊີ ນຶນຄພິຍຫິນຕະຫລ,1,0,0.533827,1,,
decision-tree,decision-tree,baseline,false_negative,ລົງທະບຽນຍານແລ້ວນະ,1,0,0.899263,1,,
decision-tree,decision-tree,baseline,false_negative,ຖ້າໂອນເງິນເຂົ້າທະນາຄານໄດ້ຫນ້າສິດີເລິຍ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ເມື່ອເຮົາຕິດຕັ້ງສົມບູນແລ້ວແຕ່ຫລົງລົບແອບຖີ້ມເຮົາຄວນເຮັດແນວໄດຂໍແນະນໍາແນ່,1,0,0.951633,1,,
decision-tree,decision-tree,baseline,false_negative,ຖ້າສາມາດເຕິມເງິນເຂົ້ຢູມັນນີ້ຜ່ານບັດເຕິມເງິນໄດ້ສິດີແຮງ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຫ້ເວົ້າໃນນາມຫມູ່ບໍ່ ກະຈັດສົ່ງໄວໃດ ມີຄົບທຸກຢ່າງພຽງໃຊ້ປາຍມືສໍາພັດ.,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ຂໍໄຫ້ທານພູພັດຊວຽ່ແກໃຂຊີ້ງທີຄາດ້ເດົາບໍໃນການບໍ່ທັນສໍານານ,1,0,0.901786,1,,
decision-tree,decision-tree,baseline,false_negative,ແຕ່ໃຫ້ປັບປຸງໃຫ້ໄວກ່ວາເກົ່າ,1,0,0.741557,1,,
decision-tree,decision-tree,baseline,false_negative,ມັນເປັນຫຍັງຄືມາປ່ຽນຫນ້າເຟດກັນ ຜີ່ບ້າບໍ,1,0,0.787977,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຫ້ໂຫລດໄດ້ແດ່,1,0,0.602147,1,,
decision-tree,decision-tree,baseline,false_negative,ສະບາຍດີເຈົ້າຂ້ອຍຫາກໍ່ຮຽນຕິດຕັ້ງລອງເບິ່ງເຈົ້າ,1,0,0.951633,1,,
decision-tree,decision-tree,baseline,false_negative,ປັບປຸງໄວ້ຂຶນສະດວກສະບາຍໃນການຫຼີ້ນແກມເຄຶ່ອຂາຍໄວ້,1,0,0.81386,1,,
decision-tree,decision-tree,baseline,false_negative,ມັນໂຫລ້ດຖຶງຈະໄດ້,1,0,0.602147,1,,
decision-tree,decision-tree,baseline,false_negative,ຂ້ອຍຮູ້ຈັກວອດແອັບມາ10ປີ.ວອດແອັບເປັນອີກແອັບຫນື່ງທີ່ໃຊ້ດີ,1,0,0.686142,1,,
decision-tree,decision-tree,baseline,false_negative,ເຂົ້າແອັບດ່ຽວຈົບເລີຍ ມີທຸກຢ່າງຄັກໆ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ໄຊ້ດີ ສະດ່ວກ.ສະບາຍ.ຄົນໃດທີ່ສະຫມັກແພັກເກັດບໍ່ເປັນ ແນະນໍາແອັບຯນີ້ເລີຍ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ບໍ່ເຄີຍນໍາໄຊ້ຈັກເທືອແຕ່ກໍ່ລອງໄຊ້ໄປກ່ອນ,1,0,0.994453,1,,
decision-tree,decision-tree,baseline,false_negative,ຂໍເຂົ້າ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ມັກຍ້ອນມີອາຫານລາກຫລາຍ,1,0,0.805045,1,,
decision-tree,decision-tree,baseline,false_negative,ດີດີບໍ່ມີຍັງດີເທົ່ານີ້ລະ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ແອັບນີ້ໃຊ້ງານດີສຸດເພື່ອນໆໃຜດາວໂຫລດແນະນໍາໃຫ້ໃຊ້ລະຫັດນີ້ເລີຍເດີ້ເຈົ້າ 22409354,1,0,0.602147,1,,
decision-tree,decision-tree,baseline,false_negative,ດີໃຈເດທີ່ມີຄວາມສະບາຍບໍໄດ້ອອກເດີນທາງແລ້ວ,1,0,0.955309,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ໂທລະລັບນີ້ມາຢາກມີແຕ່ຄວາມລະວັງເປັນສ່ວນຫລາຍແຕ່ບໍ່ຮູ້ສາເຫດຂອບໃຈບາງຄັ້ງຍາມເມື່ອສາດໄວ້ຍັງມີຄນມາຫລັກຫລີ້ນໂດຍຄວາມບໍ່ໂສພາກະມີຍອມຮັບຂອບ່ໃຈຄົນແລະສັດຂອງຂ້ອຍນະ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ເຮົາໃຊ້ບໍ່ຊ່ໍານານປານໃດແຕ່ກໍ່ດີຫຼາບສໍາລັບສູນແຕ່ດຽ່ວນີ້ເມເຈີຖືກປິດ ຂໍກະລຸນາການຕອບແຊັດໃຫ້ສະດວກແດ່ຂໍຂອບໃຈ.,1,0,0.800317,1,,
decision-tree,decision-tree,baseline,false_negative,ບໍ່ມີຫຍັງເລີຍ,1,0,1.0,1,,
decision-tree,decision-tree,baseline,false_negative,ມັນບໍ່ເດັ້ງເຕືອນ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ປະສົບການຄວາມຮູ້ຈັກດີຫຼາຍ,1,0,0.686142,1,,
decision-tree,decision-tree,baseline,false_negative,ຂໍ້ຂອບໃຈທີ່ແນະນໍາມາຕະຫລອດຈະນໍາເອົາປະສົບການນິ້ມານໍາໃສ່,1,0,0.533827,1,,
decision-tree,decision-tree,baseline,false_negative,ຍ້ອນມີເຟດຈີ່ງເຮັດໃຫ້ເຮົາໄດ້ພົບຫມູ່ທີ່ບໍ່ເຫັນກັນ 10 20 ປີ.ຂອບໃຈທີ່ເຈົ້າສ້າງມັນມາ,1,0,0.800317,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ແລ້ວດີຫລາຍເຫມາະສົມສໍາຫລັບຄົນລາວທີຈະຫາລາຍໄດ້ເສີມແຕ່ຍັງມີຈຸດເສຍຄືຖ້າໂທລະສັບມີບັນຫາໂຫລດມາໃຫມ່ແລ້ວເຂົ້າບໍ່ໄດ້ຂ້ອຍຍັງຊອກວິທີແກ້ໄຂບໍ່ໄດ້ໃຜຮູ້ວິທີຊ່ວຍແນະນໍາໃຫ້ແດ່ ຂອບໃຈ,1,0,0.985002,1,,
decision-tree,decision-tree,baseline,false_negative,ຄົນເຮົາເກີດມາບໍ່ມີໃຜຊີດີຫນົດທຸກຄົນ,1,0,0.800317,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ໄດ້ບໍ່,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ດີຢູ່ ແຕ່.ອາຍຸການນໍາໃຊ້ດາຕາທີ່ມູນໄດ້ມັນນ້ອຍໂພດຢ່າງນ້ອຍກະ2 3ມື້ສາ. ລະກະເມນູຕ່າງໆກະນ້ອຍໂພດ. ທີ່ໃຫ້5ດາວເພາະເປັນແອັບທີ່ຄົນລາວສາມາດໃຊ້ໄດ້. ຂອບໃຈ,1,0,0.948933,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ງ່າຍ ບໍ່ມີບັນຫາຫຍັງ ຂ້ອຍໃຊ້ແຕ່ສະໃຫມມໍ2 ຕອນນີ້ກະໄດ້15ປີລະເດະ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,unitelສັນຍານແຮງຊັດເຈນດີ,1,0,0.625715,1,,
decision-tree,decision-tree,baseline,false_negative,ໃສສະດວກສະບາຍບໍ່ຍຸ່ງຍາກ,1,0,0.84533,1,,
decision-tree,decision-tree,baseline,false_negative,ຢາກກີນຫຍັງ ກະສັ້ງຊື້ງ່າຍດີ,1,0,0.787977,1,,
decision-tree,decision-tree,baseline,false_negative,ຂໍໄດ້,1,0,0.522234,1,,
decision-tree,decision-tree,baseline,false_negative,ຫມັ່ນອັບເດດເລື້ອຍໆແລ້ວການໃຊ້ງານຈະດີຂື້ນ,1,0,0.862266,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຫ້ກໂຫລດໄດ້ແນ່,1,0,0.572924,1,,
decision-tree,decision-tree,baseline,false_negative,"ໃຊ້ງານສະດວກສະບາຍຍັງມີການໄດ້0,5 ສູງເຖິງ5 ທຸກຄັ້ງສໍາຫລັບການຊື້ທ່ານໃດໂຫລດມາແລ້ວລະຫັດແນາະນໍາແມ່ນ00687099",1,0,0.602147,1,,
decision-tree,decision-tree,baseline,false_negative,ຢາກລົງທະບງນເຈົ້າເພາະວາ່ສືໂທລອສັບໄຫມມາບໍຮູ້ຫັຍງເລີຍເຈົ້າ,1,0,0.899263,1,,
decision-tree,decision-tree,baseline,false_negative,ປັບປຸງໃຫ້ດີກວ່ານີ້,1,0,0.81386,1,,
decision-tree,decision-tree,baseline,false_negative,ໄຊດີຫລາຍ ສັນຍານກະແຮງ,1,0,0.625715,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ດີອີ່ຫຼີເຮົາຕັ້ງໃຫ້ອິນເຕີເນັດໃຊ້4m,1,0,1.0,1,,
decision-tree,decision-tree,baseline,false_negative,ມາຮັກກັບຂ້ອຍໄດ້ບໍ່,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ລົງທະບຽນໃຊ້ງານງ່າຍ,1,0,0.899263,1,,
decision-tree,decision-tree,baseline,false_negative,ແອບດີແຕ່ເມື່ອຖືກໂອນເງິນເຂົ້າເປັນຈໍານວນຫລາຍຍັງມີຂໍ້ຂັດຂ້ອງແລະບໍ່ໄດ້ຮັບເງິນ,1,0,0.985002,1,,
decision-tree,decision-tree,baseline,false_negative,ມາໃຫມ່ອາດຊິດີກ່ວາເກົ່າ,1,0,0.741557,1,,
decision-tree,decision-tree,baseline,false_negative,ຂໍແຕ່ຕອນນີ້ໄດ້ມີຄວາມເປັນຫຍັງກະວ່າຊິໄດ້ຮັບເອົາ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ໄດ້ເງິນເຮັ່ງແລ້ວຂອບໃຈເດີຕົກໃຈເບິດບໍ່ເຫັນເງິນເຂົ້າບັນຊີກະເລີຍນ້ອຍໃຈ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ເຄືອຂ່າຍຢູນີເທວໃນເຂດຊົນນະບົດບໍ່ຄ່ອຍດີປານໃດແຕ່ຊີມໂທແມ່ນສັນຍານດີ.ຖ້າເປີດເນັດແລ້ວສັນຍານຈະຂາດໆຫາຍໆ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ດີຫຼາຍບໍ່ເຄີຍເຮັດໄຫ້ຜິດຫວັງ,1,0,0.84533,1,,
decision-tree,decision-tree,baseline,false_negative,ແກ້ໄຂໄຫ້ແດເຂົ້າບໍໄດແລວດງວນິ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ງາຍສະດວກ ບໍລິການດີ ສົ່ງໄວ ອາຫານບໍ່ເສຍຫາຍແລະສະດວກສະບາຍ,1,0,0.901786,1,,
decision-tree,decision-tree,baseline,false_negative,ແອັບນີ້ດີແຮງໃຜຫຼີ້ນຈະຕ້ອງຕິດໃຈຢ່າງແນ່ນອນ,1,0,0.572924,1,,
decision-tree,decision-tree,baseline,false_negative,ໄວແນ່,1,0,0.572924,1,,
decision-tree,decision-tree,baseline,false_negative,"unitelໃຫ້ຊີວິດທີສົດໄສທັນໃຈວອ່ງໄວໃຫ້ແກ້ລູກຄ້າ, ພັດທະນາພຽ່ງ11ປີກວມເອົ້າ1000ເປີເຊັນສັນຍານກວ້າງຂວາງ, bank on mobile as umoney",1,0,0.625715,1,,
decision-tree,decision-tree,baseline,false_negative,ຊື້ງ່າຍສະດວກແຕ່ຍັງບໍ່ເຄີຍຖຶກມື້ນີ້ຂໍໄຫ້ຖືກແດ່ເດີ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ bcel one ຊໍາລະຄ່າເກມໄດ້ບໍ່,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ຈ່າຍເງິນສະບາຍ ບໍ່ສະບາຍຕອນດຽວ ຕອນບໍ່ມີເງິນ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຊ້ຂໍ້ມູນແບບເກົ່າດີກວ່າຫີ້ຼນເກມກໍ່ງ່າຍແລະສະນຸກດີອີກ.ຖ້າປ່ຽນລະຂໍ້ມູນເກົ່າແລ້ວຈັ່ງຊິມາໃຫ້5ດາວ.ຂໍ້ມູນໃຫມ່ນີ້ຖ້າຫີ້ຼນຜ່າດກັບມາຫຼີ້ນບໍ່ໄດ້,1,0,1.0,1,,
decision-tree,decision-tree,baseline,false_negative,ໄວ່ແນ່,1,0,0.572924,1,,
decision-tree,decision-tree,baseline,false_negative,ເປັນຫຍັງຕ້ອງອັບເດດ,1,0,0.956258,1,,
decision-tree,decision-tree,baseline,false_negative,ຊີວິດກູມັນຈົນເມຍຈື່ງໄປຈາກກູໆເຈັບຮູ້ບໍ່ຕາຍເປັນຕາຍນໍາກັນສອງເຮົາ,1,0,0.800317,1,,
decision-tree,decision-tree,baseline,false_negative,ຍັງຮັກແລະຄິດຮອດຄືເກົ່າ,1,0,0.741557,1,,
decision-tree,decision-tree,baseline,false_negative,ມີແຕ່ສີ່ງດີໆຊອບມາກໆ,1,0,0.654537,1,,
decision-tree,decision-tree,baseline,false_negative,ມັນຢາກມີປັນຫາໃນການໂທ,1,0,0.876619,1,,
decision-tree,decision-tree,baseline,false_negative,ໄຊ້ງານດີແຕ່ຍັງຊັກຊ້າດ້ານສັນຍານ,1,0,1.0,1,,
decision-tree,decision-tree,baseline,false_negative,ທຸກນະໂຍບາຍດີຫລາຍ ສະສົມຄະແນນເມື່ອຊື້ ໄດ້ເປີເຊັນເມື່ອຜູກທີ່ເຮົາແນະນໍາຊື້ 5 ຢາກໃຫ້ທາງເຈົ້າຂອງແອັບ ລ້າງມູນຄ່າທີ່ເປັນໂມຄະອອກ ເພື່ອເຮົາຈະໄດ້ຮູ້ຈໍານວນເງີນທີ່ຈະໄດ້ຮັບຕົວຈິງ ທ່ານໃດຕິດຕັ້ງ ຢ່າລືມເອົາລະຫັດແນະນໍາໂຕນີ້ໃສ່ເດີເຈົ້າ. ຈະໄດ້ຮັບ10 ເມື່ຶອທ່ານຊື້ເລກຫລືຕື່ມບັດ ເຂົ້າບ່ອນໂປໄຟແລ້ວໃສ່ລະຫັດນີ້ 24570563,1,0,0.975217,1,,
decision-tree,decision-tree,baseline,false_negative,ດີຫລາຍ ຖ້າປັບປຸງ ການຄົ້ນຫາຫນັງໄດ້ຫລາຍກວ່ານີ້ຄືສິດີຫລາຍ,1,0,0.81386,1,,
decision-tree,decision-tree,baseline,false_negative,ລືມບໍ່ໄດ້ກະຕາຍໂລ້ດ.ກະໂລ້ດ ອ້າຍຂໍໂສດຮັກເຈົ້າ.ບໍ່ດີໄປອີ້ກບໍໃດ.,1,0,0.985002,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຫ້ດີແນ່ເດີ້,1,0,0.572924,1,,
decision-tree,decision-tree,baseline,false_negative,ເຮົາໃຊ້ຫລັກ9ກໍສາມາດແຊດຟີໄດ້ແຕ່ໂທບໍ່ໄດ້ສາມາດເຮັດໃຫ້ຄົນບໍ່ມີເງິນເຕີມບັດສະດວກອີກຫນ່ອຍ,1,0,0.800317,1,,
decision-tree,decision-tree,baseline,false_negative,ໃຫ້ເງີນເນັດຫລາຍໆແນ່ເດີ,1,0,0.522234,1,,
decision-tree,decision-tree,baseline,false_negative,ມັນບໍ່ມີອັນແທັກ,1,0,0.874798,1,,
decision-tree,decision-tree,baseline,false_negative,ຂໍໄຫ້ຕິດງ່າຍໂທທຸກຄັ້ງປັບປຸງອຶກນິດສິຄອມເມັ້ນ5ດາວໄຫ້,1,0,0.81386,1,,
decision-tree,decision-tree,baseline,false_negative,ໂຫລດໃຫ້ໄດ້ນໍາເດີ,1,0,0.602147,1,,
decision-tree,decision-tree,baseline,false_negative,ດີເຂົ້າ,1,0,0.904519,1,,
decision-tree,decision-tree,baseline,false_negative,ສະບາຍບໍ່ມີເນັດກະຫລີ້ນໄດ້,1,0,0.84533,1,,
